id,title,slug,tags
3250,Find the Count of Monotonic Pairs I,find-the-count-of-monotonic-pairs-i,"['Array', 'Math', 'Dynamic Programming', 'Combinatorics', 'Prefix Sum']"
3251,Find the Count of Monotonic Pairs II,find-the-count-of-monotonic-pairs-ii,"['Array', 'Math', 'Dynamic Programming', 'Combinatorics', 'Prefix Sum']"
3252,Premier League Table Ranking II,premier-league-table-ranking-ii,['Database']
3253,Construct String with Minimum Cost (Easy),construct-string-with-minimum-cost-easy,[]
3254,Find the Power of K-Size Subarrays I,find-the-power-of-k-size-subarrays-i,"['Array', 'Sliding Window']"
3255,Find the Power of K-Size Subarrays II,find-the-power-of-k-size-subarrays-ii,"['Array', 'Sliding Window']"
3256,Maximum Value Sum by Placing Three Rooks I,maximum-value-sum-by-placing-three-rooks-i,"['Array', 'Dynamic Programming', 'Matrix', 'Enumeration']"
3257,Maximum Value Sum by Placing Three Rooks II,maximum-value-sum-by-placing-three-rooks-ii,"['Array', 'Dynamic Programming', 'Matrix', 'Enumeration']"
3258,Count Substrings That Satisfy K-Constraint I,count-substrings-that-satisfy-k-constraint-i,"['String', 'Sliding Window']"
3259,Maximum Energy Boost From Two Drinks,maximum-energy-boost-from-two-drinks,"['Array', 'Dynamic Programming']"
3260,Find the Largest Palindrome Divisible by K,find-the-largest-palindrome-divisible-by-k,"['Math', 'String', 'Dynamic Programming', 'Greedy', 'Number Theory']"
3261,Count Substrings That Satisfy K-Constraint II,count-substrings-that-satisfy-k-constraint-ii,"['Array', 'String', 'Binary Search', 'Sliding Window', 'Prefix Sum']"
3262,Find Overlapping Shifts,find-overlapping-shifts,['Database']
3263,Convert Doubly Linked List to Array I,convert-doubly-linked-list-to-array-i,"['Array', 'Linked List', 'Doubly-Linked List']"
3264,Final Array State After K Multiplication Operations I,final-array-state-after-k-multiplication-operations-i,"['Array', 'Math', 'Heap (Priority Queue)', 'Simulation']"
3265,Count Almost Equal Pairs I,count-almost-equal-pairs-i,"['Array', 'Hash Table', 'Sorting', 'Counting', 'Enumeration']"
3266,Final Array State After K Multiplication Operations II,final-array-state-after-k-multiplication-operations-ii,"['Array', 'Heap (Priority Queue)', 'Simulation']"
3267,Count Almost Equal Pairs II,count-almost-equal-pairs-ii,"['Array', 'Hash Table', 'Sorting', 'Counting', 'Enumeration']"
3268,Find Overlapping Shifts II,find-overlapping-shifts-ii,['Database']
3269,Constructing Two Increasing Arrays,constructing-two-increasing-arrays,"['Array', 'Dynamic Programming']"
3270,Find the Key of the Numbers,find-the-key-of-the-numbers,['Math']
3271,Hash Divided String,hash-divided-string,"['String', 'Simulation']"
3272,Find the Count of Good Integers,find-the-count-of-good-integers,"['Hash Table', 'Math', 'Combinatorics', 'Enumeration']"
3273,Minimum Amount of Damage Dealt to Bob,minimum-amount-of-damage-dealt-to-bob,"['Array', 'Greedy', 'Sorting']"
3274,Check if Two Chessboard Squares Have the Same Color,check-if-two-chessboard-squares-have-the-same-color,"['Math', 'String']"
3275,K-th Nearest Obstacle Queries,k-th-nearest-obstacle-queries,"['Array', 'Heap (Priority Queue)']"
3276,Select Cells in Grid With Maximum Score,select-cells-in-grid-with-maximum-score,"['Array', 'Dynamic Programming', 'Bit Manipulation', 'Matrix', 'Bitmask']"
3277,Maximum XOR Score Subarray Queries,maximum-xor-score-subarray-queries,"['Array', 'Dynamic Programming']"
3278,Find Candidates for Data Scientist Position II,find-candidates-for-data-scientist-position-ii,['Database']
3279,Maximum Total Area Occupied by Pistons,maximum-total-area-occupied-by-pistons,"['Array', 'Hash Table', 'String', 'Simulation', 'Counting', 'Prefix Sum']"
3280,Convert Date to Binary,convert-date-to-binary,"['Math', 'String']"
3281,Maximize Score of Numbers in Ranges,maximize-score-of-numbers-in-ranges,"['Array', 'Binary Search', 'Greedy', 'Sorting']"
3282,Reach End of Array With Max Score,reach-end-of-array-with-max-score,"['Array', 'Greedy']"
3283,Maximum Number of Moves to Kill All Pawns,maximum-number-of-moves-to-kill-all-pawns,"['Array', 'Math', 'Bit Manipulation', 'Breadth-First Search', 'Game Theory', 'Bitmask']"
3284,Sum of Consecutive Subarrays,sum-of-consecutive-subarrays,"['Array', 'Two Pointers', 'Dynamic Programming']"
3285,Find Indices of Stable Mountains,find-indices-of-stable-mountains,['Array']
3286,Find a Safe Walk Through a Grid,find-a-safe-walk-through-a-grid,"['Array', 'Breadth-First Search', 'Graph', 'Heap (Priority Queue)', 'Matrix', 'Shortest Path']"
3287,Find the Maximum Sequence Value of Array,find-the-maximum-sequence-value-of-array,"['Array', 'Dynamic Programming', 'Bit Manipulation']"
3288,Length of the Longest Increasing Path,length-of-the-longest-increasing-path,"['Array', 'Binary Search', 'Sorting']"
3289,The Two Sneaky Numbers of Digitville,the-two-sneaky-numbers-of-digitville,"['Array', 'Hash Table', 'Math']"
3290,Maximum Multiplication Score,maximum-multiplication-score,"['Array', 'Dynamic Programming']"
3291,Minimum Number of Valid Strings to Form Target I,minimum-number-of-valid-strings-to-form-target-i,"['Array', 'String', 'Binary Search', 'Dynamic Programming', 'Trie', 'Segment Tree', 'Rolling Hash', 'String Matching', 'Hash Function']"
3292,Minimum Number of Valid Strings to Form Target II,minimum-number-of-valid-strings-to-form-target-ii,"['Array', 'String', 'Binary Search', 'Dynamic Programming', 'Segment Tree', 'Rolling Hash', 'String Matching', 'Hash Function']"
3293,Calculate Product Final Price,calculate-product-final-price,['Database']
3294,Convert Doubly Linked List to Array II,convert-doubly-linked-list-to-array-ii,"['Array', 'Linked List', 'Doubly-Linked List']"
3295,Report Spam Message,report-spam-message,"['Array', 'Hash Table', 'String']"
3296,Minimum Number of Seconds to Make Mountain Height Zero,minimum-number-of-seconds-to-make-mountain-height-zero,"['Array', 'Math', 'Binary Search', 'Greedy', 'Heap (Priority Queue)']"
3297,Count Substrings That Can Be Rearranged to Contain a String I,count-substrings-that-can-be-rearranged-to-contain-a-string-i,"['Hash Table', 'String', 'Sliding Window']"
3298,Count Substrings That Can Be Rearranged to Contain a String II,count-substrings-that-can-be-rearranged-to-contain-a-string-ii,"['Hash Table', 'String', 'Sliding Window']"
3299,Sum of Consecutive Subsequences,sum-of-consecutive-subsequences,"['Array', 'Hash Table', 'Dynamic Programming']"
3300,Minimum Element After Replacement With Digit Sum,minimum-element-after-replacement-with-digit-sum,"['Array', 'Math']"
3301,Maximize the Total Height of Unique Towers,maximize-the-total-height-of-unique-towers,"['Array', 'Greedy', 'Sorting']"
3302,Find the Lexicographically Smallest Valid Sequence,find-the-lexicographically-smallest-valid-sequence,"['Two Pointers', 'String', 'Dynamic Programming', 'Greedy']"
3303,Find the Occurrence of First Almost Equal Substring,find-the-occurrence-of-first-almost-equal-substring,"['String', 'String Matching']"
3304,Find the K-th Character in String Game I,find-the-k-th-character-in-string-game-i,"['Math', 'Bit Manipulation', 'Recursion', 'Simulation']"
3305,Count of Substrings Containing Every Vowel and K Consonants I,count-of-substrings-containing-every-vowel-and-k-consonants-i,"['Hash Table', 'String', 'Sliding Window']"
3306,Count of Substrings Containing Every Vowel and K Consonants II,count-of-substrings-containing-every-vowel-and-k-consonants-ii,"['Hash Table', 'String', 'Sliding Window']"
3307,Find the K-th Character in String Game II,find-the-k-th-character-in-string-game-ii,"['Math', 'Bit Manipulation', 'Recursion']"
3308,Find Top Performing Driver,find-top-performing-driver,['Database']
3309,Maximum Possible Number by Binary Concatenation,maximum-possible-number-by-binary-concatenation,"['Array', 'Bit Manipulation', 'Enumeration']"
3310,Remove Methods From Project,remove-methods-from-project,"['Depth-First Search', 'Breadth-First Search', 'Graph']"
3311,Construct 2D Grid Matching Graph Layout,construct-2d-grid-matching-graph-layout,"['Array', 'Hash Table', 'Graph', 'Matrix']"
3312,Sorted GCD Pair Queries,sorted-gcd-pair-queries,"['Array', 'Hash Table', 'Math', 'Binary Search', 'Combinatorics', 'Counting', 'Number Theory', 'Prefix Sum']"
3313,Find the Last Marked Nodes in Tree,find-the-last-marked-nodes-in-tree,"['Tree', 'Depth-First Search']"
3314,Construct the Minimum Bitwise Array I,construct-the-minimum-bitwise-array-i,"['Array', 'Bit Manipulation']"
3315,Construct the Minimum Bitwise Array II,construct-the-minimum-bitwise-array-ii,"['Array', 'Bit Manipulation']"
3316,Find Maximum Removals From Source String,find-maximum-removals-from-source-string,"['Array', 'Hash Table', 'Two Pointers', 'String', 'Dynamic Programming']"
3317,Find the Number of Possible Ways for an Event,find-the-number-of-possible-ways-for-an-event,"['Math', 'Dynamic Programming', 'Combinatorics']"
3318,Find X-Sum of All K-Long Subarrays I,find-x-sum-of-all-k-long-subarrays-i,"['Array', 'Hash Table', 'Sliding Window', 'Heap (Priority Queue)']"
3319,K-th Largest Perfect Subtree Size in Binary Tree,k-th-largest-perfect-subtree-size-in-binary-tree,"['Tree', 'Depth-First Search', 'Sorting', 'Binary Tree']"
3320,Count The Number of Winning Sequences,count-the-number-of-winning-sequences,"['String', 'Dynamic Programming']"
3321,Find X-Sum of All K-Long Subarrays II,find-x-sum-of-all-k-long-subarrays-ii,"['Array', 'Hash Table', 'Sliding Window', 'Heap (Priority Queue)']"
3322,Premier League Table Ranking III,premier-league-table-ranking-iii,['Database']
3323,Minimize Connected Groups by Inserting Interval,minimize-connected-groups-by-inserting-interval,"['Array', 'Binary Search', 'Sliding Window', 'Sorting']"
3324,Find the Sequence of Strings Appeared on the Screen,find-the-sequence-of-strings-appeared-on-the-screen,"['String', 'Simulation']"
3325,Count Substrings With K-Frequency Characters I,count-substrings-with-k-frequency-characters-i,"['Hash Table', 'String', 'Sliding Window']"
3326,Minimum Division Operations to Make Array Non Decreasing,minimum-division-operations-to-make-array-non-decreasing,"['Array', 'Math', 'Greedy', 'Number Theory']"
3327,Check if DFS Strings Are Palindromes,check-if-dfs-strings-are-palindromes,"['Array', 'Hash Table', 'String', 'Tree', 'Depth-First Search', 'Hash Function']"
3328,Find Cities in Each State II,find-cities-in-each-state-ii,['Database']
3329,Count Substrings With K-Frequency Characters II,count-substrings-with-k-frequency-characters-ii,"['Hash Table', 'String', 'Sliding Window']"
3330,Find the Original Typed String I,find-the-original-typed-string-i,['String']
3331,Find Subtree Sizes After Changes,find-subtree-sizes-after-changes,"['Array', 'Hash Table', 'String', 'Tree', 'Depth-First Search']"
3332,Maximum Points Tourist Can Earn,maximum-points-tourist-can-earn,"['Array', 'Dynamic Programming', 'Matrix']"
3333,Find the Original Typed String II,find-the-original-typed-string-ii,"['String', 'Dynamic Programming', 'Prefix Sum']"
3334,Find the Maximum Factor Score of Array,find-the-maximum-factor-score-of-array,"['Array', 'Math', 'Number Theory']"
3335,Total Characters in String After Transformations I,total-characters-in-string-after-transformations-i,"['Hash Table', 'Math', 'String', 'Dynamic Programming', 'Counting']"
3336,Find the Number of Subsequences With Equal GCD,find-the-number-of-subsequences-with-equal-gcd,"['Array', 'Math', 'Dynamic Programming', 'Number Theory']"
3337,Total Characters in String After Transformations II,total-characters-in-string-after-transformations-ii,"['Hash Table', 'Math', 'String', 'Dynamic Programming', 'Counting']"
3338,Second Highest Salary II,second-highest-salary-ii,['Database']
3339,Find the Number of K-Even Arrays,find-the-number-of-k-even-arrays,['Dynamic Programming']
3340,Check Balanced String,check-balanced-string,['String']
3341,Find Minimum Time to Reach Last Room I,find-minimum-time-to-reach-last-room-i,"['Array', 'Graph', 'Heap (Priority Queue)', 'Matrix', 'Shortest Path']"
3342,Find Minimum Time to Reach Last Room II,find-minimum-time-to-reach-last-room-ii,"['Array', 'Graph', 'Heap (Priority Queue)', 'Matrix', 'Shortest Path']"
3343,Count Number of Balanced Permutations,count-number-of-balanced-permutations,"['Math', 'String', 'Dynamic Programming', 'Combinatorics']"
3344,Maximum Sized Array,maximum-sized-array,"['Binary Search', 'Bit Manipulation']"
3345,Smallest Divisible Digit Product I,smallest-divisible-digit-product-i,"['Math', 'Enumeration']"
3346,Maximum Frequency of an Element After Performing Operations I,maximum-frequency-of-an-element-after-performing-operations-i,"['Array', 'Binary Search', 'Sliding Window', 'Sorting', 'Prefix Sum']"
3347,Maximum Frequency of an Element After Performing Operations II,maximum-frequency-of-an-element-after-performing-operations-ii,"['Array', 'Binary Search', 'Sliding Window', 'Sorting', 'Prefix Sum']"
3348,Smallest Divisible Digit Product II,smallest-divisible-digit-product-ii,"['Math', 'String', 'Backtracking', 'Greedy', 'Number Theory']"
3349,Adjacent Increasing Subarrays Detection I,adjacent-increasing-subarrays-detection-i,['Array']
3350,Adjacent Increasing Subarrays Detection II,adjacent-increasing-subarrays-detection-ii,"['Array', 'Binary Search']"
3351,Sum of Good Subsequences,sum-of-good-subsequences,"['Array', 'Hash Table', 'Dynamic Programming']"
3352,Count K-Reducible Numbers Less Than N,count-k-reducible-numbers-less-than-n,"['Math', 'String', 'Dynamic Programming', 'Combinatorics']"
3353,Minimum Total Operations,minimum-total-operations,['Array']
3354,Make Array Elements Equal to Zero,make-array-elements-equal-to-zero,"['Array', 'Simulation', 'Prefix Sum']"
3355,Zero Array Transformation I,zero-array-transformation-i,"['Array', 'Prefix Sum']"
3356,Zero Array Transformation II,zero-array-transformation-ii,"['Array', 'Binary Search', 'Prefix Sum']"
3357,Minimize the Maximum Adjacent Element Difference,minimize-the-maximum-adjacent-element-difference,"['Array', 'Binary Search', 'Greedy']"
3358,Books with NULL Ratings,books-with-null-ratings,['Database']
3359,Find Sorted Submatrices With Maximum Element at Most K,find-sorted-submatrices-with-maximum-element-at-most-k,"['Array', 'Stack', 'Matrix', 'Monotonic Stack']"
3360,Stone Removal Game,stone-removal-game,"['Math', 'Simulation']"
3361,Shift Distance Between Two Strings,shift-distance-between-two-strings,"['Array', 'String', 'Prefix Sum']"
3362,Zero Array Transformation III,zero-array-transformation-iii,"['Array', 'Greedy', 'Sorting', 'Heap (Priority Queue)', 'Prefix Sum']"
3363,Find the Maximum Number of Fruits Collected,find-the-maximum-number-of-fruits-collected,"['Array', 'Dynamic Programming', 'Matrix']"
3364,Minimum Positive Sum Subarray ,minimum-positive-sum-subarray,"['Array', 'Sliding Window', 'Prefix Sum']"
3365,Rearrange K Substrings to Form Target String,rearrange-k-substrings-to-form-target-string,"['Hash Table', 'String', 'Sorting']"
3366,Minimum Array Sum,minimum-array-sum,"['Array', 'Dynamic Programming']"
3367,Maximize Sum of Weights after Edge Removals,maximize-sum-of-weights-after-edge-removals,"['Dynamic Programming', 'Tree', 'Depth-First Search']"
3368,First Letter Capitalization,first-letter-capitalization,['Database']
3369,Design an Array Statistics Tracker ,design-an-array-statistics-tracker,"['Hash Table', 'Binary Search', 'Design', 'Queue', 'Heap (Priority Queue)', 'Data Stream', 'Ordered Set']"
3370,Smallest Number With All Set Bits,smallest-number-with-all-set-bits,"['Math', 'Bit Manipulation']"
